"","ahp","alcoa","amerb","arco","coke","comme","dow","dupont","espey","exxon","fisch","ford","ge","gm","gte","gulf","hp","ibm","inger","iroqu","jnj","kimbc","kinar","kodak","luken","meico","merck","mmm","mobil","morris","pandg","pills","schlum","sears","sherw","tex"
"1974-05-30",0.97619,1.03195,0.99635,1.0149,1.02311,0.99145,1.00586,0.99383,0.96296,1.00882,0.97611,1.00242,1.01312,1.02314,1.0113,1.01124,1.00705,1.0184,1.02044,1.03333,1.01325,1.01732,1,1.0047,1,1,0.97561,1.01426,1.0184,1.00344,1,0.97941,1.00624,1.0136,1.00662,1.01
"1974-05-31",1.0061,1.0031,0.99267,1,1.01902,1,0.99612,0.98758,1,1.01399,1,1,1,1.00503,0.99441,1,0.98459,0.99068,0.99499,0.98387,1.00218,0.98723,1.125,0.99064,1,0.97059,0.9875,0.99297,1,1.01826,1.01031,0.97898,0.99007,0.99404,1.00329,1.0198
"1974-06-03",1.01515,1.02469,1.02583,1.06902,1.01517,0.99569,1.01365,1.02201,1.05769,1.03793,1,1.01208,1.01554,1.035,1.01685,1,1.01849,1.03059,1.02013,0.98361,1.01739,1.04259,1.11111,1.02597,1.04124,0.9697,1.02184,1.02301,1.04819,1.04484,1.01531,1.01227,1.02757,1.01349,0.99344,1.04854
"1974-06-04",1.01493,1.03916,1.01799,1.00412,1.01609,1.00866,1.01923,1.00538,1,1.00498,1,1.00477,1.00255,1.00242,1.01105,1.06667,0.99441,1.00685,0.98849,1,1.00427,1.02929,1,1.01841,0.9901,1,1.00778,1.04152,1.00287,1.01717,0.98241,1.01818,1.02439,1.00592,1.0165,0.98148
"1974-06-05",1.01176,0.9971,0.99293,1.0041,0.98643,1.01288,0.98868,1.00153,0.94545,1.00331,1.0035,1.01188,0.98219,0.99036,1.01093,1.01042,0.99438,0.99943,0.98669,1.03333,0.99574,0.99187,0.8,1.01243,1.02,1.125,1.00926,1.00498,0.9914,0.99578,1.00639,0.99702,0.96071,1.01471,1,0.99528
"1974-06-06",1.00291,1.02907,1.01068,1.03542,1.04817,1.00424,1.01718,1.01833,1,1.02801,0.99303,1.00469,1.0342,1.00487,1.02703,1.02062,0.99859,1.03233,1.00169,0.98387,1.00321,1.0082,1,1.02121,1.02941,0.94444,1.01835,0.99504,1.02023,1.01695,1.01652,1.00299,1.01859,1.02899,1.00974,1.02844
"1974-06-07",0.9971,1,1,0.97895,1.00438,1.05485,0.99437,1.03076,1.03846,0.99679,0.97544,0.99533,1.00505,1.00969,1,0.99495,1.00707,1.00769,1.0202,1,1.01278,1.00407,1,0.99891,1.01429,1,1.00601,1.01329,0.9915,0.99167,1.0175,1.04167,1.0219,1.01268,1.00643,1.00922
"1974-06-10",1.00872,1.0113,0.99296,1.00538,1.02621,0.984,1.01321,1.00437,1.03704,1.00322,1.00719,1.01408,1.0201,1.01439,1.01053,1.01015,1,1.00436,1.0033,0.98361,0.99895,1.00405,1,1,0.97653,1.05882,1.00299,1.01967,1,1.01471,1.01474,1.08571,1.01429,0.99861,1.00319,1.00457
"1974-06-11",1.00865,0.98324,1.01064,0.97326,0.9936,0.99187,0.98883,0.99783,1,0.99038,1.01429,1,0.98276,1.00236,0.99479,1,1,0.98371,1,1.01667,0.98316,0.99597,1,1.00219,1.00962,0.94444,0.9881,0.99678,1,0.98882,1.00726,0.98421,1.00822,0.9805,0.99363,0.97273
"1974-06-12",1.00571,0.97159,1.00351,1.00687,1,0.98361,1.00188,0.99056,1,0.99838,1.00352,0.99537,1.01253,0.99528,0.98953,1.00503,1.00562,0.99227,1.00329,0.9918,1.01606,1,1,1.00655,0.96667,0.94118,1.01958,1.00161,0.99714,0.97899,0.98798,0.98396,1,1.00994,0.98718,1.00935
"1974-06-13",1.00852,0.99415,1.02098,0.99864,1.01288,1.0125,1.0188,1.01173,0.98214,0.97407,1.01053,1,0.99505,0.99526,1,1.015,1.00838,1.01224,1.00328,0.99174,0.99895,0.98381,1,1.00325,1,1.125,1.01182,0.99678,0.97994,1.00215,1.01825,0.98913,1.00349,1.00281,1.02597,0.99537
"1974-06-14",0.99437,0.99412,1.00342,0.99454,0.99894,1.00412,1.01292,0.98623,0.94545,0.98669,1,0.99767,0.99254,0.96429,0.98413,0.99507,0.98476,0.97912,1.0049,1.01667,0.99895,0.98765,1.0625,0.98595,0.98522,1,0.98248,0.99838,0.98246,0.9743,0.99283,1,0.9652,0.98738,1,0.96744
"1974-06-17",0.9745,0.99408,0.99659,0.99725,0.98197,1,1.00546,0.99486,1.03846,0.97976,1,0.98834,0.98496,0.99753,0.98387,0.9802,0.99578,0.98204,1.00325,0.98361,0.98205,1.00417,1.05882,0.99232,0.99,0.94444,0.98366,0.99515,0.96726,0.98022,0.97232,0.96703,0.98851,0.99148,0.99684,0.98077
"1974-06-18",0.99128,0.99405,1.00342,0.99862,1,0.98361,0.99094,1.00295,1.07407,1,0.99306,0.99764,0.98728,0.99752,0.96175,0.99495,0.9887,0.98743,0.99028,0.95,1.0129,0.96266,0.88889,0.97901,1,1,0.99094,1.00163,1.01231,1,1.0099,0.9858,1.00974,0.99713,1.00317,1
"1974-06-19",0.9824,1.00599,1.02389,1.00414,0.9838,0.99583,0.99086,0.99264,0.96552,0.98279,0.9965,0.99054,1.00258,1,0.98864,1,1.00571,1.00231,0.99509,1.03509,0.99469,0.99138,1.0625,0.9842,1.00505,1.05882,1.00152,0.99026,0.99088,1,0.99387,0.99712,0.99156,0.99713,0.99367,1.0049
"1974-06-20",0.99701,0.9881,0.97333,0.98352,0.99012,0.98745,1.00369,1,1.03571,1,1.00351,1.00477,0.99229,0.99752,1,0.98985,0.97585,0.9873,0.99836,1.01695,0.9968,0.99565,0.94118,0.99656,0.98492,1,1.00152,0.98033,0.9908,1.00897,0.97781,0.98844,0.98297,0.98559,0.98408,0.99512
"1974-06-21",0.97605,0.99398,0.99658,1,0.9745,1.01695,0.98897,0.9911,0.96552,0.99124,0.98252,0.9905,0.98705,0.97761,1.01149,0.97949,0.98108,0.99649,0.99835,0.95,0.99572,0.97817,1,0.99194,0.95918,0.97222,0.99696,0.98495,1,0.99111,1.02396,1.01754,1.0198,0.98684,0.94822,0.9902
"1974-06-24",1.00613,1.00606,0.96907,1.00279,1.00228,1.01,1.00074,1,1.01786,0.99293,0.99288,1,1.00787,1.01018,1.01136,0.98953,1.01039,1.01291,0.9967,0.98667,1.00968,1.04464,1.125,1.0058,1.02128,0.97143,1,1.01868,1.00929,0.99552,1.01478,0.98851,0.99272,0.99259,1.00683,0.99505
"1974-06-25",1.0061,1.0241,1.01773,1.00279,1.01816,1,1.02985,1.01048,1.05263,1.01601,1,1.01199,1.03906,1.01511,1.02247,1.00529,1.02496,1.02665,1.00331,1.03571,1.00532,1.02991,1,1.00807,1.03125,1.02941,1.0061,1.00333,1.0184,1.02703,1.02306,1.01744,1.00978,1.01343,1.00678,1.01493
"1974-06-26",0.99394,0.98529,0.99303,0.98889,0.97436,1.00833,0.98913,0.98889,0.96667,0.99299,1,0.99052,0.96992,0.99007,0.97802,0.99474,0.97278,0.9763,0.9967,0.98276,0.99788,0.9668,1,0.96453,0.9899,0.97143,0.98333,0.98173,0.99699,0.97807,0.97509,1,0.96973,0.99411,1.01684,0.98039
"1974-06-27",0.98476,0.99104,0.98947,0.9986,0.99085,1,0.97802,0.97228,1,0.99471,1,0.97608,1.00517,0.99499,0.97753,0.95767,0.98822,0.98035,1,0.96491,0.96603,0.97425,0.88889,0.97746,0.9898,1.02941,0.98767,0.99662,0.97885,0.9843,0.97567,0.99429,0.98876,0.98963,0.98013,1.01
"1974-06-28",0.9969,1.01807,0.99645,0.99156,0.99769,1.00826,0.9794,0.99692,1,0.99468,0.99283,0.96078,1.01285,0.97985,1.01149,0.99448,0.98957,1.00354,0.99503,0.96364,0.9956,0.99559,1.125,1.0085,0.97938,1.02857,0.97972,0.9983,0.99074,0.99317,0.99501,0.99713,0.99369,0.99251,1.01014,0.99505
"1974-07-01",1,1.02959,1.01068,1.01135,1.00116,1,1.01338,1.01468,1,1.00357,0.99639,1.00255,0.99746,0.99229,1.01136,1,1.01205,1,1.00832,0.9434,1.00221,1.02655,0.88889,1.00361,1.01053,0.94444,1.00955,0.98469,0.97196,1.01835,1.01504,0.98559,1.00762,1.01056,1.00334,0.99502
"1974-07-02",0.98137,1.00287,0.98592,0.98738,0.95376,1,0.98113,0.96877,1,0.99822,0.98551,0.99237,0.9771,1,0.98876,0.95556,0.9628,0.99412,0.99835,1,0.98238,0.9569,1.125,0.95683,1.01042,1,0.97161,0.96891,0.99359,0.95045,0.98148,0.95906,0.98487,0.97463,0.98667,0.995
"1974-07-03",0.99051,0.98854,0.98571,1.00284,0.97939,0.9918,1,1.00708,0.96552,1.00178,1.00735,1.00256,0.98698,1.00777,0.98864,0.96512,0.983,0.99291,1.00165,1.04,0.99103,0.96847,0.94444,1.02005,0.98969,0.94118,1.00649,1.00357,1.0129,1.01659,0.99874,0.96951,0.99104,1.00153,0.99324,0.99497
"1974-07-05",1,1.01159,1,0.99575,1.00248,0.99174,0.99808,1.00078,1.01786,1,0.9927,1,1,0.98972,0.98276,0.98193,0.98899,0.97976,0.9901,0.94231,0.96833,0.98605,1,0.9828,1,1.03125,0.98387,0.9929,0.99682,0.99534,1,0.99371,0.98837,0.99847,0.9966,1.0101
"1974-07-08",0.97444,0.98281,0.98188,0.97582,0.98272,0.975,0.94412,0.9766,0.98246,0.97513,0.97059,0.97954,0.94987,0.96104,0.94152,0.95706,0.94118,0.96719,0.99833,0.97959,0.97196,0.99057,0.94118,0.99,0.95833,0.9697,0.99836,0.97674,0.97764,0.96019,0.95718,0.93671,0.99477,0.96784,0.98976,0.965
"1974-07-09",1.01311,1.00875,1.01107,1.00292,1.01131,1.00855,1.02857,1.00958,0.96429,0.99636,0.98485,1,1,0.98378,0.97516,0.95513,1.03547,1.01382,0.99499,0.9375,1.01563,0.98571,1,1.00758,1,1,1.00328,1.02747,1,1.00732,1.01842,0.98311,0.98292,1.00316,0.9931,0.98446
"1974-07-10",0.98706,1.00578,1,0.98401,0.9913,1.00847,0.97817,0.98576,1.01852,0.99452,1.01538,0.96867,0.99167,0.99176,0.98726,0.98658,0.95432,0.98017,0.96812,1.06667,0.99645,1.02415,1,0.98246,0.97826,1,0.982,0.9893,0.97059,0.954,0.98191,1.0378,0.98529,0.95899,0.96181,0.99474
"1974-07-11",0.99672,1.03448,0.9927,1,0.99248,1.01681,0.98783,0.98716,0.98182,1.00368,0.9697,0.9973,1.0056,0.99723,1,1.02721,1.0188,1.00506,0.98267,1.02083,0.98337,1,1,0.97066,1,1,1.01,1.0018,1.01347,0.98731,1,1.01325,1.00271,1.00164,0.98556,1.01058
"1974-07-12",1.01974,1.05556,1.02574,1.02068,1.02525,1.05785,1.05339,1.02764,1.03704,1.0293,1.01953,1.03514,1.0585,1.01389,1.03871,1.03311,1.06711,1.08176,1.04409,1.06122,1.04227,1.01415,0.9375,1.03417,1.06667,1,1.01815,1.03957,1.03322,1.07455,1.04737,1.03268,1.02436,1.02135,1.00733,1.04188
"1974-07-15",1.01935,0.98947,1.01434,0.99855,1.02463,1.04688,1.02924,0.96519,1,1.00178,0.99617,1.01567,0.99211,0.9863,1.01863,1.03205,0.98113,1.0186,1.01689,1.03846,1.01506,1.0093,0.93333,0.99492,1.03646,0.9375,0.99838,1.01557,1.00322,1.01435,1.0196,1.00949,1,0.99357,1.00727,1.0201
"1974-07-16",1.00316,0.99468,0.9894,1,0.94471,0.98507,1,0.98361,1,1.00178,1.00769,0.99486,0.99204,0.98611,0.9878,0.98137,0.99199,0.97603,1.00997,1,0.98744,0.99539,1.07143,0.96807,0.99497,1,0.98539,0.97956,0.98397,0.99292,0.98144,1.00627,0.98547,0.98706,1.00361,0.9803
"1974-07-17",1.00946,1.05348,1,1.0087,1.01654,1,0.98864,1.00833,0.96429,1.01418,1.01527,1.01809,1.02139,1.00845,0.99383,1.02532,1.03716,1.01871,1.00987,1.05556,1.0185,1.01389,0.93333,1.02111,1.05051,1.06667,0.99835,0.99478,1,1.01188,1.02522,1.00935,1.03485,1.00656,0.9964,1
"1974-07-18",1.00937,0.98985,1,0.98132,0.96871,0.99242,0.99617,1.00083,1.03704,1.00175,0.98496,0.98731,0.99738,1,1.01863,1.01235,1.01869,0.99656,1.02606,0.98246,1.00341,1,1.07143,0.98966,1.02885,0.9375,1.0231,0.97552,0.99349,1.00469,1.00861,1.01235,1.00907,1.01954,0.99639,0.99497
"1974-07-19",1,0.98974,0.97143,0.98975,1.00258,1.00763,0.99808,1.00578,1,0.99476,1,0.99486,1.00525,0.99441,0.9878,1.0061,0.99235,1.00346,1.0127,0.96429,1.00226,1,1,0.98172,1.03738,1,1.01613,0.96774,0.99672,0.99533,0.98171,1.0061,1.00257,1,0.98551,0.98485
"1974-07-22",1.0031,1.03627,0.95588,1.00296,0.99613,1,1.01156,0.99836,1,1.03509,0.99237,0.99742,0.98695,1.00281,1.03704,0.97576,1.0077,1.00976,1,0.96296,0.98646,1.00913,0.93333,1.01729,1,1,0.97143,1.03333,1.02961,0.99765,0.98758,0.99697,0.99744,0.99042,1.00735,1.03077
"1974-07-23",0.98148,0.99,1.00769,1.02655,0.99353,0.98485,1.01905,1.00658,1.03571,1.02712,1,1.00777,1.00529,1.0028,1.04762,1.00621,1.00459,1.0108,1.01567,0.96154,0.98627,1.03167,1.07143,1.00392,0.99091,1.03333,0.99346,1.01254,1.02556,1.02353,0.99245,1.00912,0.98973,1.00484,1.05109,1.03483
"1974-07-24",0.97484,0.9899,1.00382,1.02874,0.99089,1,1.01869,1.01144,1,1.0165,0.99231,0.99743,1.02632,1.02514,1,1.00617,0.99087,0.99438,0.99074,1.01,0.97912,1.00877,1.06667,0.98958,0.98624,1.03226,0.96711,0.99115,1.05919,1.0046,1.01648,0.98494,1.01686,0.99197,0.99306,1.04808
"1974-07-25",0.98387,0.99745,0.98099,1.00279,0.98817,0.98462,0.97982,0.99192,1.03448,1,0.9845,0.98041,0.99231,0.9891,0.97159,1.0184,0.98464,0.97172,0.9891,0.9901,0.96919,1.01739,1,0.95789,0.9907,1.03125,0.98639,0.97679,0.99118,0.97483,0.97756,0.99694,1.00765,0.99515,1,0.97706
"1974-07-26",0.97705,0.99488,1.01163,0.961,0.9734,0.97656,0.98315,0.99674,1,0.98214,0.9685,0.97326,0.97416,0.98072,0.97661,0.96386,0.94852,0.96042,0.99528,1.02,0.96944,0.96581,0.9375,1.00549,0.98592,0.9697,0.97759,0.99086,0.9911,0.96244,0.97959,1.00613,0.98481,0.9626,1,0.98122
"1974-07-29",0.97651,0.97943,0.99234,1.0029,0.97541,0.976,0.96952,0.98693,0.96667,0.99835,0.86992,0.99451,0.96021,0.97191,0.97605,0.9875,0.97862,0.98424,0.97785,1.01961,0.98865,0.9823,0.93333,1,0.97143,1,0.96825,0.97048,0.97904,0.96585,0.98698,0.98866,0.96272,0.96791,0.98601,1.00478
"1974-07-30",0.96564,0.99213,0.97297,1.00289,0.9888,1,1.00589,0.99834,1,0.99338,0.98131,0.97514,0.99448,0.95376,1.00613,0.97468,1.01513,1.02217,0.99029,0.92308,1.0102,1.03153,1.07143,1.00137,0.9951,0.96875,0.96903,1.0057,1.01651,0.99495,0.99868,0.99688,1,0.99127,1,0.98095
"1974-07-31",0.94662,0.98942,0.97222,0.99424,0.96459,1.03279,0.98242,1,1,0.99833,0.93333,0.9915,0.95556,0.99697,0.95732,1,0.97517,0.97169,0.9902,1,0.99242,0.99127,0.93333,0.97408,0.94581,0.96774,1.00752,0.98299,0.99387,0.99746,1.00264,0.97812,1.02136,0.94366,0.95745,1.00971
"1974-08-01",1.0188,0.99198,1.01224,1.0058,0.98385,1,0.97813,0.98839,0.96552,1.00835,0.91837,1.01714,1.00291,1.0152,0.99363,0.98052,1.00679,1.00062,0.98845,1,0.96183,0.97797,1,0.96919,1,1,1.00373,1.00769,1.01852,0.96692,0.98287,1.00639,0.97778,0.95522,0.98519,0.97596
"1974-08-02",1.03321,1.01617,1.0121,1,0.98507,0.98413,1.00203,1.00671,1.03571,1.00993,0.91111,0.99157,1.0087,1.03593,1.04487,0.98675,1.00169,0.99504,0.99833,0.97917,0.96296,0.97297,1.14286,0.98988,1.01563,1.03333,0.9684,0.99427,0.99091,0.99474,0.97319,0.9873,0.99465,1.00781,0.96241,0.98995
"1974-08-05",1.01429,1.02302,1.00048,1.00288,0.99545,0.98387,1.00811,1.00333,0.96552,1.01475,1.06707,1.00567,1.01149,1.01445,0.99387,1.04027,1.03199,1.01743,1.00167,1.04255,0.98764,0.99537,1,1.0146,0.99487,0.96774,1.00384,1.0096,1.00917,1.01587,0.99587,1.00965,1.00403,1.01744,1.00781,1.01015
"1974-08-06",0.97535,1.01044,1.06098,1.01592,1.01674,1,1.04225,1.01993,1,1.01131,0.99429,1.01408,1.02557,1.01994,0.99383,1.02581,1.02121,1.02203,1.00835,0.93878,1.01669,1.0093,1,1.0259,1.02062,1,1.0325,1.01141,1.00303,1.01823,1.02628,1.01274,1.0174,1.01333,1.01969,1.0201
"1974-08-07",1.07076,1.02584,1.02299,1.02422,1.05838,1.05738,1.04247,1.01629,1.03571,1.01948,1.01149,1.01667,1.03878,1.04749,1.01863,1.0566,1.01278,1.02874,1.01656,1.06522,1.06019,1.00461,1,1.0533,1,1,1.02222,1.01504,0.99094,1.02813,1.03235,0.98113,1.025,1.04887,1.02703,1.01478
"1974-08-08",0.9661,0.98741,0.97004,0.97218,0.98161,1.00775,0.98519,0.98718,1,0.97611,1,0.98087,0.984,0.98133,1,0.97024,0.9653,0.97788,0.99674,0.97959,0.97806,0.99541,1.125,0.97736,0.95455,1.06667,0.96739,0.99815,0.98476,0.98756,0.9765,1,0.98203,0.97491,1.02256,0.99029
"1974-08-09",0.99298,1.00255,1.00386,1.00429,0.95965,1.00769,1.00564,0.98864,1,0.98858,1.01136,0.98886,0.98916,0.9913,1.0122,1.00613,0.99346,1,1.00327,0.95833,0.99208,1.02765,1,0.97684,1.04762,0.9375,0.98315,0.99814,0.99381,0.97229,0.97861,1,0.99608,0.99265,1,1
"1974-08-12",0.9894,0.98982,0.99231,1.0057,0.96246,1.03053,1.00561,0.98522,0.96552,0.9934,0.99955,0.97183,0.99178,0.93855,1.00602,0.9939,0.99836,0.97362,0.9886,0.98913,0.97606,0.98655,1,0.98187,1.0101,1.03333,0.9981,0.98885,0.98754,0.95855,0.97951,0.99679,0.99738,0.99296,1.00368,0.98039
"1974-08-13",0.975,0.96144,0.97287,0.983,0.97348,0.94815,0.96654,0.99167,1,0.99169,1,0.98841,0.96961,1,0.99401,0.97546,0.97364,0.99631,0.98952,0.98901,0.9673,0.98182,0.83333,0.98722,0.99,1.03226,0.97328,0.96429,0.99369,0.96486,0.98187,0.97106,0.98158,0.98124,1.01832,1.02
"1974-08-14",0.95604,1.00535,0.96813,0.97695,1.00962,0.99219,0.96538,0.96471,0.98214,0.98157,0.98864,0.95601,0.98575,0.98512,0.98795,0.99371,0.93401,0.98888,0.97987,1.02222,0.98592,1,1.2,0.98849,0.9798,0.9375,0.96078,0.98246,0.9873,0.98039,0.97159,0.96689,0.95979,0.98088,0.97842,0.98039
"1974-08-15",0.96935,1.00266,1.00412,0.98378,1,0.99606,0.99801,0.98345,1.01818,0.98464,0.97701,0.9908,0.98266,0.99698,1,1.00633,0.99094,1,0.99486,0.98913,0.98857,0.98148,0.88889,0.99272,1,1,1.00816,0.99206,0.99357,0.99429,1.01023,0.96575,1.01117,1.0039,1.01838,0.99
"1974-08-16",1,0.98674,1.03279,0.96852,1.00635,0.99605,0.998,0.96723,1,0.98614,1.00588,0.9969,0.96765,0.99394,0.99146,1.01258,0.99817,0.9925,0.99828,0.96703,1.01156,0.97642,1,0.97947,1.00515,1,0.97166,0.994,0.97735,0.99425,1.00289,0.99645,1.00691,1.00194,0.98556,0.9899
"1974-08-19",0.99605,0.98925,1,0.99226,0.99842,0.99206,0.982,0.98168,1,0.98418,0.97076,0.98758,0.9696,0.99085,1,1.01863,1.00549,0.99118,0.9931,0.97727,0.98086,0.94203,0.9375,0.98054,1.00513,1,0.97708,0.97284,0.97351,0.98844,0.99567,1,0.97257,1,0.94872,0.9949
"1974-08-20",0.9881,1.00815,1.00397,1.00156,0.98736,0.976,1.00611,1.00373,1,1.00714,1,1.00943,1.00313,0.99692,1,1.0061,1.04372,1.01525,0.99653,1.02326,1.00438,0.97949,1,1.0229,1,1,1.0064,1,1.02041,1.02632,1.0029,1.00356,1.00282,1,0.99614,1
"1974-08-21",0.99598,0.9973,1,0.9486,0.9728,0.9918,0.98988,0.97955,1,0.96986,0.98193,0.99065,0.96562,0.9784,0.99371,1,0.97382,0.9612,0.98606,0.93182,0.98837,0.98429,1,0.94328,0.95918,1,0.99788,1.00208,0.98,0.95442,0.96676,0.98582,0.96343,0.97287,0.98837,0.99487
"1974-08-22",1,1,0.98419,0.99672,0.96382,0.99174,0.99182,0.97889,1,0.99817,0.92638,0.99371,0.99676,0.99054,0.99367,1.01212,1.00896,1.00391,0.97527,1,0.98235,1.03191,1,1,1,0.93333,0.99363,0.98755,0.9898,1.00299,1.00897,0.99281,0.96788,0.92032,0.98431,0.98969
"1974-08-23",0.97177,0.95135,0.97992,1.00824,0.99829,0.99167,0.98557,0.93922,1,1.00549,0.96026,0.99684,0.91558,0.98726,0.99363,0.97006,0.98401,0.98573,0.98913,1,0.97455,0.96392,1,0.94937,0.96277,1,0.98504,0.97479,0.99313,0.9881,0.99852,1.01449,0.97134,0.95455,0.98406,0.98437
"1974-08-26",1.04979,0.96591,1,1.02778,1.0188,1,1.00628,1.00522,1,1.00364,0.9931,0.99048,1.06028,1.00968,0.99359,0.99753,1.0343,1.01842,1.01465,0.97561,1.01382,1.00535,0.93333,1.02667,1.0221,1,1.02386,1.01724,1.01038,1.01205,0.97329,1.02857,1.0295,0.98639,0.99595,0.98413
"1974-08-27",0.99209,0.97353,0.98361,0.99046,0.96644,1,0.97505,0.93458,0.96429,0.99274,0.98611,0.97756,0.97324,0.97125,0.97419,0.9875,0.9808,0.99225,0.98195,0.975,0.9697,0.99468,1,0.97909,0.95135,1,1.00212,0.98941,1,0.97321,0.97104,1,0.99849,1.0046,0.98374,0.99462
"1974-08-28",1.01992,0.99094,1,1.01926,0.99826,0.9916,0.95736,1.00444,1,0.99634,0.98592,0.97377,0.97938,0.99013,0.98675,0.98734,1.00356,0.99609,1,0.89744,1.02188,1.00535,1,1.00667,0.99432,0.92857,1.00423,0.99358,0.99315,1.03364,0.99686,0.99653,1.02115,1.02059,0.99174,0.98919
"1974-08-29",1.02734,0.98476,1,0.9937,0.98783,0.9661,0.97773,0.99558,1.03704,0.97064,1,1.00337,1.02807,1.00332,0.99329,0.98718,0.97872,0.98693,0.96324,1.02857,1.00153,0.99468,1,1.00662,0.91429,1,1.02526,1.00431,0.9931,1.01479,0.99843,0.98955,0.99408,0.99327,0.9875,0.98907
"1974-08-30",1.03422,1.03406,1.0125,1.03011,1.02465,1.00877,1.06606,1.02667,1,1.01701,1.00714,1.06711,1.03413,1.06291,1.02703,1.02597,1.05254,1.01722,1.03435,1.08333,1.04885,1.02075,1,1.05428,1.0375,1.07692,1.04887,1.03004,1.02778,1.05539,1.04416,1.02113,1.04315,1.05192,0.98734,1.01657
"1974-09-03",0.97794,0.99401,0.98765,0.96,0.98969,0.98261,0.98077,0.99134,1,0.96097,1.00709,0.98742,0.9835,0.9595,1,0.98734,0.93632,0.95573,0.99262,1.02564,0.99709,0.95745,1.07143,0.9688,0.9759,0.92857,0.96457,0.94375,0.99324,0.94475,0.97734,0.9931,0.98003,0.96137,1.00855,0.99457
"1974-09-04",0.97744,0.98494,0.9875,0.99519,0.95833,0.90265,0.97168,0.97598,1,0.96518,0.96479,0.97452,0.94295,0.98377,0.96053,0.98077,0.97426,0.98093,0.97212,0.975,0.93285,0.98333,0.93333,0.97101,0.96296,0.92308,0.98367,0.97572,1.0068,0.95614,0.96445,0.98958,0.96798,0.98214,1.01271,0.97268
"1974-09-05",1.04231,1.06422,1.00844,1.04992,1.06159,1.04902,1.05157,1.04251,1,1.03206,1.0292,1.04575,1.0427,1.0231,1.0137,1.01307,1.04906,1.0125,1.02486,1,1.07981,0.99435,1.07143,1.04312,1.03846,1.08333,1.02905,1.05882,1.02703,1.07034,1.05128,0.99298,1.05564,1.04545,0.94561,1.03371
"1974-09-06",1.01476,1.01149,1.00418,0.99387,0.98976,1.00935,1.0064,1.00429,1.03571,1.02136,1.00709,1.00937,1.00341,1.0129,1.00676,1,0.98921,0.98217,1.00187,1,0.98841,1.03977,1,0.98569,1.04321,1.07692,1,0.97863,1.03618,0.98571,0.99085,1.01767,0.9943,1.02174,1.0354,1.0163
"1974-09-09",0.98545,0.96591,1,0.97685,0.95345,1,0.96186,0.99145,1,0.96768,0.97183,0.97833,0.93878,0.96815,0.97987,1.00645,0.96909,0.96648,0.9851,1,0.9868,0.94536,1.06667,0.96452,0.97041,1,0.96573,0.96943,0.96825,0.97565,0.99077,1.01042,0.97421,0.9766,0.98291,0.97861
"1974-09-10",0.98155,0.99118,1.00417,1,0.99143,0.96296,1,0.96552,0.96552,1.00786,1.00725,1.00316,0.99275,0.99671,0.99315,0.99359,0.99437,0.99133,0.99244,0.94872,0.98663,1.01734,1,1.01672,0.97561,0.92857,0.97704,1,1.01311,0.99701,1.00155,1.01031,0.97794,1,1.0087,0.98907
"1974-09-11",0.98496,1.02077,1,0.99526,0.99449,0.98077,0.98678,1.01004,1,1.00195,0.97842,1.00315,0.9635,0.9934,1.0069,0.99355,1.00189,0.96283,0.97524,1,0.98946,1.02273,0.9375,0.98849,1,1,0.99573,1.00901,0.97411,0.98802,0.9938,1.0102,0.99248,1.00871,0.98276,0.98343
"1974-09-12",0.96565,0.98547,0.9917,0.97937,0.94455,0.93137,0.97098,0.97238,1.03571,1,0.95588,0.99371,0.93939,0.99003,1,0.95455,0.95669,0.94777,0.95312,0.97297,0.97412,1.00556,0.93333,0.97671,0.95625,1,0.89914,0.98437,0.95349,0.9697,0.9844,0.99663,0.96515,0.97624,0.98246,0.98876
"1974-09-13",0.96047,0.95575,0.9749,0.98541,1.00196,1,0.9954,0.98409,1,0.99805,0.92308,0.95253,0.97177,0.97315,0.9726,1.0068,0.97047,0.97125,0.96311,0.94444,0.95312,1,0.85714,0.96422,0.96732,1,0.93556,0.96145,0.97909,0.95625,0.96355,0.99324,0.99215,0.97566,0.99107,1
"1974-09-16",1.02469,1.01235,1.00429,1.02467,1.03906,1.03158,1.0254,1.03695,1.01724,1.02339,0.98333,1.01661,1.07054,1.01724,1.01408,1,1.04057,1.05016,0.98085,1.02941,0.99344,1.03867,1.08333,1.03887,1.02703,0.92308,1.05612,0.97642,0.99644,1.04248,1,0.97959,1.03551,1.00454,1,0.99432
"1974-09-17",1.01205,1.02439,0.98718,1.01605,1.01128,1,1.00901,1.02339,0.98305,1,1.0678,1.01961,1.06279,1.02034,1.00694,1.00676,1,1.0141,1.00651,1,1.02145,1.05851,0.92308,1.0051,1,1.08333,1.07005,1.01449,1,1.02194,1.01645,1.01389,1.00919,1.00226,1.00901,1.01143
"1974-09-18",0.99206,0.9881,0.97835,0.9921,1.00372,0.95918,0.99777,1.0272,1,1.00381,0.99206,1.00641,1.04428,1.04651,0.9931,1,0.99961,1.02857,1.02155,1,1.02423,0.99497,1.08333,0.98985,1.00658,1,1.01129,1.00952,1.00714,1.00307,1.00162,1.03425,1.01973,1,0.99554,1.00565
